,kolejności,Anon,Data zakupu,bottle_units,pitcher_units,accessory_units,other_units,bottle_filter_units,pitcher_filter_units,bottle_included_filter_units,total_bottle_filters
14482,285016634,ANON_11801,2025-08-26,0,1,0,0,0,0,0,0
14483,285026615,ANON_11802,2025-08-26,0,0,0,1,6,0,0,6
14484,285034530,ANON_11803,2025-08-26,0,1,0,0,0,0,0,0
14485,285034843,ANON_2571,2025-08-26,0,1,0,0,0,9,0,0
14486,285042444,ANON_11804,2025-08-26,1,0,0,0,0,0,1,1
14487,285047959,ANON_11805,2025-08-26,1,0,0,0,0,0,1,1
14488,285055241,ANON_11806,2025-08-26,1,0,0,0,3,0,1,4
14489,285064998,ANON_11807,2025-08-26,1,0,0,0,2,1,1,3
14490,285070826,ANON_9029,2025-08-26,0,0,0,1,6,0,0,6
14491,285072065,ANON_11808,2025-08-26,0,0,0,2,0,0,0,0
14492,285079778,ANON_11809,2025-08-26,0,0,0,0,6,0,0,6
14493,285084162,ANON_8449,2025-08-26,1,0,0,4,0,0,1,1
14494,285086942,ANON_11810,2025-08-26,2,1,0,0,6,9,2,8
14495,285095947,ANON_11811,2025-08-26,0,1,0,0,0,11,0,0
14496,285110681,ANON_10072,2025-08-27,0,0,0,0,6,0,0,6
14497,285111335,ANON_11812,2025-08-27,0,1,0,0,0,0,0,0
14498,285113907,ANON_7939,2025-08-27,2,0,0,1,3,0,2,5
14499,285118819,ANON_6990,2025-08-27,1,0,0,1,0,0,1,1
14500,285121551,ANON_11813,2025-08-27,2,0,0,0,0,0,2,2
14501,285131777,ANON_11814,2025-08-27,1,0,0,1,3,0,1,4
14502,285138149,ANON_11815,2025-08-27,0,1,0,0,0,9,0,0
14503,285145397,ANON_11816,2025-08-27,0,0,0,3,0,0,0,0
14504,285153186,ANON_11817,2025-08-27,3,0,0,0,8,0,3,11
14505,285159265,ANON_11818,2025-08-27,0,0,0,0,4,0,0,4
14506,285167584,ANON_11819,2025-08-27,1,0,0,0,5,0,1,6
14507,285176561,ANON_11820,2025-08-27,0,1,0,0,0,0,0,0
14508,285184178,ANON_11821,2025-08-27,0,1,0,0,0,2,0,0
14509,285188667,ANON_1981,2025-08-27,2,0,0,0,6,0,2,8
14510,285192551,ANON_11822,2025-08-27,1,0,0,0,0,0,1,1
14511,285198678,ANON_11823,2025-08-27,1,1,0,0,0,1,1,1
14512,285207711,ANON_11824,2025-08-27,1,0,0,0,6,0,1,7
14513,285215070,ANON_11825,2025-08-27,0,0,0,2,0,0,0,0
14514,285221314,ANON_11826,2025-08-27,0,0,0,1,3,6,0,3
14515,285226094,ANON_11827,2025-08-27,0,0,0,1,0,11,0,0
14516,285233112,ANON_11828,2025-08-27,1,0,0,0,5,0,1,6
14517,285239658,ANON_11829,2025-08-27,1,0,0,0,2,0,1,3
14518,285245643,ANON_11830,2025-08-27,0,0,0,2,0,0,0,0
14519,285247120,ANON_6509,2025-08-27,0,0,0,0,6,0,0,6
14520,285251940,ANON_11831,2025-08-27,0,0,0,0,24,0,0,24
14521,285259840,ANON_11832,2025-08-27,0,0,0,2,0,0,0,0
14522,285269500,ANON_11833,2025-08-27,1,0,0,2,0,0,1,1
14523,285277765,ANON_11834,2025-08-27,2,0,0,0,0,0,2,2
14524,285287596,ANON_11835,2025-08-28,0,0,0,0,6,0,0,6
14525,285294579,ANON_11836,2025-08-28,2,0,0,0,0,0,2,2
14526,285297134,ANON_7185,2025-08-28,0,0,0,0,6,0,0,6
14527,285301562,ANON_10046,2025-08-28,0,0,0,0,7,0,0,7
14528,285302301,ANON_11837,2025-08-28,0,1,0,0,0,1,0,0
14529,285306720,ANON_2215,2025-08-28,0,0,0,0,0,6,0,0
14530,285312534,ANON_11838,2025-08-28,0,1,0,0,0,0,0,0
14531,285319314,ANON_10079,2025-08-28,0,1,0,0,3,0,0,3
14532,285319493,ANON_11839,2025-08-28,0,1,0,0,0,9,0,0
14533,285327227,ANON_11840,2025-08-28,0,0,0,0,6,0,0,6
14534,285337421,ANON_11841,2025-08-28,1,0,0,0,3,0,1,4
14535,285341661,ANON_0786,2025-08-28,2,0,0,2,3,0,2,5
14536,285344385,ANON_11842,2025-08-28,1,0,0,0,0,0,1,1
14537,285350992,ANON_10289,2025-08-28,0,0,0,0,6,0,0,6
14538,285354076,ANON_11843,2025-08-28,0,0,0,0,6,0,0,6
14539,285361625,ANON_11844,2025-08-28,0,1,0,0,0,9,0,0
14540,285370346,ANON_11845,2025-08-28,0,0,0,1,0,0,0,0
14541,285376835,ANON_11846,2025-08-28,1,0,0,0,1,0,1,2
14542,285383562,ANON_11847,2025-08-28,0,1,0,0,0,9,0,0
14543,285388222,ANON_11848,2025-08-28,0,1,0,0,0,9,0,0
14544,285395992,ANON_11849,2025-08-28,2,0,0,0,12,0,2,14
14545,285402525,ANON_11850,2025-08-28,3,0,0,0,9,0,3,12
14546,285405812,ANON_10485,2025-08-28,2,1,0,0,0,9,2,2
14547,285408049,ANON_11851,2025-08-28,1,0,0,0,1,0,1,2
14548,285412630,ANON_11852,2025-08-28,0,0,0,0,6,0,0,6
14549,285417548,ANON_8816,2025-08-28,1,0,0,0,0,0,1,1
14550,285418796,ANON_11853,2025-08-28,1,0,0,0,4,0,1,5
14551,285425953,ANON_11854,2025-08-28,0,0,0,0,4,6,0,4
14552,285430990,ANON_11855,2025-08-28,1,0,0,0,0,0,1,1
14553,285432747,ANON_9581,2025-08-28,1,0,0,2,0,0,1,1
14554,285437353,ANON_11856,2025-08-28,0,0,0,2,0,0,0,0
14555,285449787,ANON_11857,2025-08-29,1,0,0,0,3,0,1,4
14556,285456683,ANON_11858,2025-08-29,0,0,0,0,6,0,0,6
14557,285457259,ANON_3953,2025-08-29,1,0,0,0,0,0,1,1
14558,285464908,ANON_11859,2025-08-29,2,0,0,0,4,0,2,6
14559,285472792,ANON_11860,2025-08-29,0,0,0,0,6,0,0,6
14560,285476775,ANON_7272,2025-08-29,0,1,0,0,0,0,0,0
14561,285481853,ANON_11861,2025-08-29,2,0,0,0,4,0,2,6
14562,285484195,ANON_11684,2025-08-29,1,0,0,0,0,0,1,1
14563,285490358,ANON_11862,2025-08-29,0,0,0,3,0,0,0,0
14564,285498375,ANON_11863,2025-08-29,0,1,0,0,0,0,0,0
14565,285506191,ANON_11864,2025-08-29,0,1,0,2,12,12,0,12
14566,285509468,ANON_11846,2025-08-28,1,0,0,0,0,0,1,1
14567,285511367,ANON_11865,2025-08-29,1,0,0,0,6,0,1,7
14568,285519059,ANON_11866,2025-08-29,1,0,0,0,4,0,1,5
14569,285523798,ANON_11867,2025-08-29,2,1,0,0,0,0,2,2
14570,285524831,ANON_6927,2025-08-29,1,0,0,0,3,0,1,4
14571,285528723,ANON_11868,2025-08-29,2,0,0,0,4,0,2,6
14572,285535520,ANON_6957,2025-08-29,0,0,0,0,6,0,0,6
14573,285539831,ANON_11869,2025-08-29,1,0,0,0,3,0,1,4
14574,285547346,ANON_11870,2025-08-29,0,1,0,0,0,0,0,0
14575,285556013,ANON_11871,2025-08-29,1,0,0,0,0,0,1,1
14576,285565303,ANON_11872,2025-08-29,3,0,0,0,8,0,3,11
14577,285570087,ANON_7749,2025-08-29,0,1,0,0,0,5,0,0
14578,285576988,ANON_11873,2025-08-30,3,0,0,0,2,0,3,5
14579,285582242,ANON_11874,2025-08-30,0,1,0,0,0,9,0,0
14580,285589617,ANON_0224,2025-08-30,0,0,0,0,4,0,0,4
14581,285590433,ANON_11875,2025-08-30,0,0,0,0,0,6,0,0
14582,285595220,ANON_11876,2025-08-30,2,0,0,0,7,0,2,9
14583,285603496,ANON_11877,2025-08-30,2,0,0,0,4,0,2,6
14584,285610678,ANON_11878,2025-08-30,3,0,0,0,3,0,3,6
14585,285615253,ANON_11879,2025-08-30,0,0,0,0,1,0,0,1
14586,285621775,ANON_11880,2025-08-30,1,0,0,0,5,0,1,6
14587,285624688,ANON_1886,2025-08-30,1,0,0,2,0,12,1,1
14588,285626364,ANON_11881,2025-08-30,0,1,0,0,0,0,0,0
14589,285631451,ANON_11882,2025-08-30,1,0,0,2,0,0,1,1
14590,285639084,ANON_11883,2025-08-30,1,0,0,0,2,0,1,3
14591,285642336,ANON_1532,2025-08-30,0,0,2,2,16,0,0,16
14592,285645658,ANON_11884,2025-08-30,2,0,0,0,0,0,2,2
14593,285651715,ANON_9503,2025-08-30,0,0,0,1,0,0,0,0
14594,285653787,ANON_11885,2025-08-30,2,0,0,0,6,0,2,8
14595,285659816,ANON_11886,2025-08-30,1,0,0,0,4,0,1,5
14596,285666413,ANON_11887,2025-08-30,0,1,0,0,0,0,0,0
14597,285677383,ANON_11888,2025-08-31,0,0,0,3,0,0,0,0
14598,285682205,ANON_9258,2025-08-31,0,0,0,0,12,0,0,12
14599,285685397,ANON_1724,2025-08-31,0,0,0,2,0,12,0,0
14600,285687195,ANON_11889,2025-08-31,3,0,0,0,0,0,3,3
14601,285688025,ANON_11889,2025-08-31,2,0,0,0,24,0,2,26
14602,285693514,ANON_9794,2025-08-31,0,0,1,1,0,0,0,0
14603,285695136,ANON_11890,2025-08-31,0,1,0,0,0,0,0,0
14604,285699145,ANON_11891,2025-08-31,0,1,0,0,0,0,0,0
14605,285705985,ANON_11892,2025-08-31,1,0,0,0,4,0,1,5
14606,285713824,ANON_11893,2025-08-31,0,1,0,0,0,9,0,0
14607,285718042,ANON_11894,2025-08-31,0,0,0,1,4,0,0,4
14608,285721390,ANON_11895,2025-08-31,2,0,0,0,0,0,2,2
14609,285724711,ANON_11896,2025-08-31,1,0,0,0,0,0,1,1
14610,285732501,ANON_11897,2025-08-31,0,0,0,0,6,0,0,6
14611,285737927,ANON_11898,2025-08-31,3,0,0,0,0,0,3,3
14612,285746888,ANON_11899,2025-08-31,1,0,0,0,2,0,1,3
14613,285753000,ANON_11900,2025-08-31,3,0,0,0,6,0,3,9
14614,285753542,ANON_10421,2025-08-31,0,0,0,1,0,6,0,0
14615,285758606,ANON_11901,2025-08-31,2,0,0,0,12,0,2,14
14616,285761828,ANON_7970,2025-08-31,1,0,0,0,1,7,1,2
14617,285764501,ANON_11902,2025-08-31,0,0,0,1,6,0,0,6
14618,285771146,ANON_11903,2025-08-31,0,1,0,0,0,0,0,0
14619,285776948,ANON_11904,2025-08-31,0,0,0,0,6,0,0,6
14620,285782212,ANON_10166,2025-08-31,0,0,0,1,0,0,0,0
14621,285782925,ANON_11905,2025-08-31,1,1,0,0,0,7,1,1
14622,285789000,ANON_11906,2025-08-31,1,0,0,0,6,0,1,7
14623,285794780,ANON_11907,2025-08-31,0,0,0,1,0,0,0,0
14624,285799403,ANON_11908,2025-08-31,0,1,0,0,0,0,0,0
14625,285807852,ANON_11909,2025-09-01,1,0,0,0,0,0,1,1
14626,285817947,ANON_2016,2025-09-01,0,0,0,0,12,0,0,12
14627,285821589,ANON_11910,2025-09-01,1,0,0,0,4,0,1,5
14628,285829365,ANON_11911,2025-09-01,1,0,0,0,0,0,1,1
14629,285837447,ANON_11912,2025-09-01,2,0,0,0,3,0,2,5
14630,285842390,ANON_8791,2025-09-01,3,0,0,0,6,0,3,9
14631,285845053,ANON_6124,2025-09-01,0,1,0,1,6,5,0,6
14632,285845903,ANON_10371,2025-09-01,1,0,0,0,2,0,1,3
14633,285847211,ANON_11913,2025-09-01,2,0,0,0,4,0,2,6
14634,285859369,ANON_11914,2025-09-01,1,0,0,1,0,0,1,1
14635,285867456,ANON_11915,2025-09-01,0,0,0,0,12,0,0,12
14636,285873783,ANON_11916,2025-09-01,1,0,0,3,0,0,1,1
14637,285880819,ANON_11917,2025-09-01,0,0,0,1,5,0,0,5
14638,285890373,ANON_11918,2025-09-01,0,1,0,0,0,9,0,0
14639,285891002,ANON_11865,2025-09-01,1,0,0,0,0,0,1,1
14640,285897630,ANON_5042,2025-09-01,0,0,0,0,24,0,0,24
14641,285898896,ANON_11919,2025-09-01,0,0,0,0,0,12,0,0
14642,285901965,ANON_7448,2025-09-01,0,0,0,0,3,3,0,3
14643,285904496,ANON_11920,2025-09-01,1,0,0,0,3,0,1,4
14644,285910858,ANON_11921,2025-09-01,1,0,0,0,3,0,1,4
14645,285918435,ANON_11922,2025-09-01,0,0,0,0,6,0,0,6
14646,285922578,ANON_6839,2025-09-01,0,0,0,0,0,6,0,0
14647,285922794,ANON_8300,2025-09-01,1,0,0,0,7,0,1,8
14648,285923382,ANON_11923,2025-09-01,0,0,0,0,0,12,0,0
14649,285926945,ANON_11924,2025-09-01,1,0,0,0,3,0,1,4
14650,285933798,ANON_11925,2025-09-01,1,0,0,0,3,0,1,4
14651,285937212,ANON_11578,2025-09-01,2,0,0,0,13,3,2,15
14652,285937839,ANON_11926,2025-09-01,0,0,0,0,6,7,0,6
14653,285937957,ANON_2706,2025-09-01,0,1,0,0,0,9,0,0
14654,285941976,ANON_6030,2025-09-01,0,0,0,0,6,0,0,6
14655,285947058,ANON_11927,2025-09-01,1,0,1,0,4,0,1,5
14656,285952518,ANON_11928,2025-09-01,0,0,0,0,2,0,0,2
14657,285958028,ANON_11929,2025-09-01,0,0,0,0,6,0,0,6
14658,285960951,ANON_8644,2025-09-01,0,0,0,0,6,0,0,6
14659,285962685,ANON_11930,2025-09-01,1,0,0,0,0,0,1,1
14660,285965954,ANON_11931,2025-09-01,0,1,0,0,0,0,0,0
14661,285969725,ANON_11932,2025-09-01,1,1,0,0,12,9,1,13
14662,285973952,ANON_11933,2025-09-01,1,0,0,0,3,0,1,4
14663,285978574,ANON_11934,2025-09-01,3,0,0,0,0,0,3,3
14664,285982761,ANON_8726,2025-09-01,3,0,0,0,0,0,3,3
14665,285984820,ANON_11935,2025-09-01,0,0,0,0,6,0,0,6
14666,285990538,ANON_11936,2025-09-01,0,0,0,0,6,0,0,6
14667,285992319,ANON_1097,2025-09-01,0,0,0,0,0,6,0,0
14668,285996847,ANON_11937,2025-09-01,0,0,0,1,18,0,0,18
14669,286007690,ANON_11938,2025-09-02,0,1,0,0,0,0,0,0
14670,286007829,ANON_2546,2025-09-02,1,0,0,0,3,0,1,4
14671,286013212,ANON_11939,2025-09-02,2,0,0,0,0,0,2,2
14672,286018144,ANON_11940,2025-09-02,0,0,0,0,6,0,0,6
14673,286026240,ANON_11941,2025-09-02,1,0,0,0,0,0,1,1
14674,286033541,ANON_11942,2025-09-02,0,1,0,0,0,7,0,0
14675,286040083,ANON_11943,2025-09-02,0,0,0,1,0,0,0,0
14676,286041522,ANON_4624,2025-09-02,3,0,0,0,10,0,3,13
14677,286048694,ANON_11944,2025-09-02,1,0,0,2,0,0,1,1
14678,286055325,ANON_6757,2025-09-02,0,0,0,0,6,0,0,6
14679,286056883,ANON_10216,2025-09-02,0,0,0,1,0,0,0,0
14680,286057977,ANON_11945,2025-09-02,0,0,0,1,0,0,0,0
14681,286064942,ANON_7907,2025-09-02,1,0,0,0,0,0,1,1
14682,286066159,ANON_11946,2025-09-02,0,1,0,0,0,0,0,0
14683,286071800,ANON_1619,2025-09-02,1,0,0,0,0,0,1,1
14684,286074334,ANON_11947,2025-09-02,2,0,0,0,6,0,2,8
14685,286080559,ANON_11948,2025-09-02,2,0,0,0,6,0,2,8
14686,286088691,ANON_11949,2025-09-02,0,0,0,0,6,0,0,6
14687,286095163,ANON_7997,2025-09-02,1,0,0,0,0,0,1,1
14688,286096903,ANON_0143,2025-09-02,0,0,0,0,0,12,0,0
14689,286097148,ANON_11950,2025-09-02,1,0,0,0,5,0,1,6
14690,286104352,ANON_11951,2025-09-02,0,0,4,0,22,0,0,22
14691,286111289,ANON_11952,2025-09-02,0,1,0,0,0,0,0,0
14692,286115492,ANON_11953,2025-09-02,1,0,0,0,4,0,1,5
14693,286119182,ANON_11954,2025-09-02,1,0,0,0,3,0,1,4
14694,286125927,ANON_11955,2025-09-02,0,1,0,0,0,0,0,0
14695,286128376,ANON_5220,2025-09-02,1,0,0,0,3,0,1,4
14696,286132086,ANON_11956,2025-09-02,1,0,0,0,3,0,1,4
14697,286138858,ANON_11957,2025-09-02,0,1,0,0,0,2,0,0
14698,286146294,ANON_11958,2025-09-02,0,1,0,0,0,0,0,0
14699,286152294,ANON_11959,2025-09-02,1,0,0,0,5,0,1,6
14700,286158657,ANON_11960,2025-09-02,0,0,0,0,6,0,0,6
14701,286159509,ANON_7626,2025-09-02,1,0,0,0,3,6,1,4
14702,286165297,ANON_3492,2025-09-02,1,0,0,0,3,0,1,4
14703,286165978,ANON_11961,2025-09-02,0,1,0,0,0,5,0,0
14704,286173989,ANON_11962,2025-09-02,2,0,0,0,2,0,2,4
14705,286178354,ANON_9669,2025-09-02,0,1,0,0,0,0,0,0
14706,286179025,ANON_11963,2025-09-02,0,1,0,0,0,0,0,0
14707,286185912,ANON_11964,2025-09-02,1,0,0,0,0,0,1,1
14708,286187962,ANON_7464,2025-09-02,1,0,0,0,6,0,1,7
14709,286195610,ANON_11965,2025-09-03,0,1,0,0,0,0,0,0
14710,286199682,ANON_10997,2025-09-03,0,0,0,0,0,2,0,0
14711,286204176,ANON_11966,2025-09-03,2,0,0,0,5,0,2,7
14712,286212328,ANON_11967,2025-09-03,0,0,0,0,6,0,0,6
14713,286221644,ANON_11968,2025-09-03,0,1,0,0,0,3,0,0
14714,286224090,ANON_0932,2025-09-03,2,0,0,0,0,3,2,2
14715,286230011,ANON_11969,2025-09-03,0,0,0,0,6,0,0,6
14716,286238660,ANON_11970,2025-09-03,2,0,0,0,4,0,2,6
14717,286250794,ANON_11971,2025-09-03,0,0,0,0,12,0,0,12
14718,286251076,ANON_1580,2025-09-03,0,0,0,0,0,18,0,0
14719,286260409,ANON_11972,2025-09-03,0,0,0,2,0,0,0,0
14720,286272907,ANON_11973,2025-09-03,0,1,0,0,0,0,0,0
14721,286281079,ANON_11974,2025-09-03,1,0,0,0,3,0,1,4
14722,286289079,ANON_11975,2025-09-03,0,0,0,0,1,0,0,1
14723,286297103,ANON_11976,2025-09-03,3,0,0,0,6,0,3,9
14724,286307033,ANON_11977,2025-09-03,1,0,0,0,3,0,1,4
14725,286313490,ANON_9294,2025-09-03,0,0,0,0,0,6,0,0
14726,286313592,ANON_11978,2025-09-03,0,0,0,0,0,6,0,0
14727,286321725,ANON_11979,2025-09-03,1,0,0,0,6,0,1,7
14728,286330860,ANON_11980,2025-09-03,3,1,0,0,6,0,3,9
14729,286337906,ANON_11981,2025-09-03,2,0,0,0,6,0,2,8
14730,286343127,ANON_9003,2025-09-03,0,0,0,0,0,2,0,0
14731,286345487,ANON_6707,2025-09-03,1,1,0,0,6,4,1,7
14732,286346450,ANON_11982,2025-09-03,0,0,0,0,6,0,0,6
14733,286354968,ANON_11983,2025-09-03,0,0,0,1,6,0,0,6
14734,286362201,ANON_11984,2025-09-03,0,0,5,3,6,0,0,6
14735,286373551,ANON_11985,2025-09-04,1,0,0,0,3,0,1,4
14736,286382191,ANON_11986,2025-09-04,0,0,0,1,0,0,0,0
14737,286390417,ANON_11987,2025-09-04,1,0,0,0,1,0,1,2
14738,286399474,ANON_11988,2025-09-04,1,0,0,0,0,0,1,1
14739,286409100,ANON_11989,2025-09-04,0,1,0,0,0,0,0,0
14740,286417873,ANON_11990,2025-09-04,0,0,0,0,6,0,0,6
14741,286427297,ANON_11991,2025-09-04,1,0,1,0,3,0,1,4
14742,286437004,ANON_11992,2025-09-04,1,0,0,0,3,3,1,4
14743,286437911,ANON_5309,2025-09-04,0,0,0,0,0,1,0,0
14744,286449692,ANON_11993,2025-09-04,1,0,0,1,12,0,1,13
14745,286450232,ANON_11993,2025-09-04,0,0,0,2,0,0,0,0
14746,286450609,ANON_1270,2025-09-04,1,0,0,0,3,0,1,4
14747,286459503,ANON_11994,2025-09-04,0,0,0,0,0,6,0,0
14748,286466575,ANON_11995,2025-09-04,0,0,0,1,0,0,0,0
14749,286470179,ANON_1887,2025-09-04,1,1,2,0,0,9,1,1
14750,286477638,ANON_11996,2025-09-04,0,1,0,0,0,4,0,0
14751,286485043,ANON_11997,2025-09-04,0,0,0,1,0,0,0,0
14752,286485847,ANON_0574,2025-09-04,1,0,0,1,0,0,1,1
14753,286492431,ANON_11998,2025-09-04,1,0,0,0,0,0,1,1
14754,286499094,ANON_11999,2025-09-04,0,0,0,2,0,1,0,0
14755,286506971,ANON_12000,2025-09-04,0,0,0,0,6,0,0,6
14756,286507799,ANON_1510,2025-09-04,0,0,0,0,6,0,0,6
14757,286513432,ANON_12001,2025-09-04,0,0,0,0,12,0,0,12
14758,286515621,ANON_5541,2025-09-04,2,0,0,0,0,0,2,2
14759,286519980,ANON_12002,2025-09-04,0,1,0,0,0,0,0,0
14760,286528240,ANON_12003,2025-09-04,1,0,0,0,3,0,1,4
14761,286536114,ANON_0864,2025-09-05,2,0,0,0,2,0,2,4
14762,286541416,ANON_12004,2025-09-05,0,0,0,0,6,0,0,6
14763,286549419,ANON_12005,2025-09-05,0,0,0,0,0,18,0,0
14764,286556204,ANON_12006,2025-09-05,0,0,0,0,6,0,0,6
14765,286557273,ANON_7657,2025-09-05,0,0,0,0,0,13,0,0
14766,286564718,ANON_12007,2025-09-05,0,1,0,0,0,11,0,0
14767,286575470,ANON_12008,2025-09-05,0,1,0,0,0,0,0,0
14768,286583672,ANON_11160,2025-09-05,0,0,0,0,0,6,0,0
14769,286589698,ANON_5869,2025-09-05,0,0,0,1,6,0,0,6
14770,286590031,ANON_3811,2025-09-05,0,0,0,0,6,0,0,6
14771,286590656,ANON_12009,2025-09-05,0,1,0,0,0,9,0,0
14772,286599318,ANON_12010,2025-09-05,0,1,0,0,0,0,0,0
14773,286609609,ANON_12011,2025-09-05,1,0,0,0,0,0,1,1
14774,286618532,ANON_12012,2025-09-05,0,0,0,0,12,0,0,12
14775,286626602,ANON_12013,2025-09-05,0,1,0,0,0,0,0,0
14776,286635701,ANON_12014,2025-09-05,2,0,0,0,0,0,2,2
14777,286646003,ANON_12015,2025-09-05,0,1,0,0,0,9,0,0
14778,286654150,ANON_12016,2025-09-05,1,0,0,2,4,0,1,5
14779,286659841,ANON_12017,2025-09-05,1,0,0,0,6,6,1,7
14780,286669360,ANON_9179,2025-09-06,1,0,0,0,4,0,1,5
14781,286672035,ANON_12018,2025-09-06,0,1,0,0,0,9,0,0
14782,286675650,ANON_8537,2025-09-06,0,0,0,0,0,6,0,0
14783,286677599,ANON_12019,2025-09-06,3,0,0,0,1,0,3,4
14784,286682009,ANON_0342,2025-09-06,0,0,0,0,0,5,0,0
14785,286685853,ANON_7286,2025-09-06,0,0,0,0,6,0,0,6
14786,286686243,ANON_12020,2025-09-06,0,1,0,0,0,0,0,0
14787,286693090,ANON_12021,2025-09-06,0,0,0,0,6,0,0,6
14788,286698817,ANON_12022,2025-09-06,0,1,0,0,0,0,0,0
14789,286707219,ANON_12023,2025-09-06,0,0,0,0,6,0,0,6
14790,286715245,ANON_12024,2025-09-06,0,0,0,0,6,0,0,6
14791,286722700,ANON_12025,2025-09-06,1,0,0,1,3,5,1,4
14792,286723386,ANON_10345,2025-09-06,0,0,0,1,6,0,0,6
14793,286731242,ANON_12026,2025-09-06,0,1,0,0,0,4,0,0
14794,286731537,ANON_11421,2025-09-06,0,0,0,0,0,3,0,0
14795,286737493,ANON_12027,2025-09-06,0,0,0,2,0,0,0,0
14796,286745385,ANON_12028,2025-09-06,0,0,0,0,0,21,0,0
14797,286748492,ANON_12002,2025-09-06,0,1,0,0,0,0,0,0
14798,286753738,ANON_12029,2025-09-06,0,0,0,1,6,0,0,6
14799,286761624,ANON_12030,2025-09-06,1,0,0,0,3,0,1,4
14800,286769946,ANON_12031,2025-09-07,1,0,0,0,6,0,1,7
14801,286781888,ANON_12032,2025-09-07,2,0,0,0,4,0,2,6
14802,286786966,ANON_12033,2025-09-07,0,0,0,1,0,0,0,0
14803,286795537,ANON_12034,2025-09-07,0,0,0,0,0,6,0,0
14804,286801659,ANON_10280,2025-09-07,0,0,0,0,0,6,0,0
14805,286806464,ANON_12035,2025-09-07,1,1,0,0,1,3,1,2
14806,286808743,ANON_3250,2025-09-07,0,0,0,0,0,5,0,0
14807,286813980,ANON_12036,2025-09-07,0,1,0,0,0,0,0,0
14808,286820840,ANON_12037,2025-09-07,2,0,0,1,2,0,2,4
14809,286827745,ANON_12038,2025-09-07,0,0,0,0,6,0,0,6
14810,286836506,ANON_12039,2025-09-07,0,1,0,0,0,9,0,0
14811,286843390,ANON_10240,2025-09-07,0,0,0,0,3,3,0,3
14812,286845413,ANON_7395,2025-09-07,1,0,0,0,5,0,1,6
14813,286847236,ANON_12040,2025-09-07,2,1,0,0,10,0,2,12
14814,286857895,ANON_12041,2025-09-07,1,0,0,0,0,0,1,1
14815,286858433,ANON_10562,2025-09-07,1,0,0,0,6,0,1,7
14816,286865105,ANON_12042,2025-09-07,0,0,0,1,0,0,0,0
14817,286872528,ANON_12043,2025-09-07,0,1,0,0,0,0,0,0
14818,286873013,ANON_8417,2025-09-07,1,0,0,0,4,0,1,5
14819,286876454,ANON_2624,2025-09-07,2,0,0,0,12,0,2,14
14820,286881543,ANON_12044,2025-09-07,0,1,0,0,0,0,0,0
14821,286889453,ANON_12045,2025-09-07,0,0,0,0,5,0,0,5
14822,286899070,ANON_12046,2025-09-07,0,0,0,0,4,0,0,4
14823,286904054,ANON_2056,2025-09-07,1,0,0,0,5,0,1,6
14824,286908390,ANON_12047,2025-09-07,0,1,0,0,0,3,0,0
14825,286922807,ANON_12048,2025-09-08,0,0,0,4,9,0,0,9
14826,286935505,ANON_12049,2025-09-08,0,1,0,0,0,0,0,0
14827,286945139,ANON_12050,2025-09-08,0,0,0,0,1,0,0,1
14828,286955813,ANON_12051,2025-09-08,0,0,0,3,0,0,0,0
14829,286963182,ANON_12052,2025-09-08,7,1,0,1,12,9,7,19
14830,286977666,ANON_12053,2025-09-08,0,0,0,1,0,0,0,0
14831,286978030,ANON_2624,2025-09-07,0,0,0,0,12,0,0,12
14832,286983602,ANON_12054,2025-09-08,0,0,0,3,0,0,0,0
14833,286985773,ANON_3258,2025-09-08,0,1,0,0,0,4,0,0
14834,286993545,ANON_12055,2025-09-08,1,0,0,0,0,0,1,1
14835,286995245,ANON_8521,2025-09-08,0,0,0,1,0,0,0,0
14836,287003387,ANON_12056,2025-09-08,2,0,0,0,0,0,2,2
14837,287013970,ANON_12057,2025-09-08,0,0,0,0,4,0,0,4
14838,287024549,ANON_12058,2025-09-08,1,0,0,0,2,0,1,3
14839,287032432,ANON_12059,2025-09-08,0,0,0,0,0,6,0,0
14840,287038921,ANON_11961,2025-09-08,0,1,0,0,0,5,0,0
14841,287041739,ANON_12060,2025-09-08,0,0,0,0,6,0,0,6
14842,287053058,ANON_12061,2025-09-08,0,0,1,1,0,0,0,0
14843,287061429,ANON_12062,2025-09-08,1,0,0,0,1,0,1,2
14844,287066533,ANON_12063,2025-09-08,0,0,0,0,0,1,0,0
14845,287074910,ANON_12064,2025-09-08,0,1,0,0,0,6,0,0
14846,287083111,ANON_12065,2025-09-08,0,1,0,0,0,2,0,0
14847,287088449,ANON_12066,2025-09-08,1,0,0,0,0,0,1,1
14848,287098446,ANON_12067,2025-09-08,0,1,0,0,0,5,0,0
14849,287115115,ANON_12068,2025-09-09,1,0,0,0,5,0,1,6
14850,287115440,ANON_3536,2025-09-09,0,0,0,0,6,0,0,6
14851,287122432,ANON_12069,2025-09-09,1,0,0,0,6,0,1,7
14852,287130085,ANON_12070,2025-09-09,0,1,0,0,0,0,0,0
14853,287137415,ANON_12071,2025-09-09,0,1,0,0,0,3,0,0
14854,287146415,ANON_12072,2025-09-09,0,0,0,1,12,6,0,12
14855,287160303,ANON_12073,2025-09-09,0,0,0,0,6,0,0,6
14856,287163957,ANON_2241,2025-09-09,0,0,0,0,0,7,0,0
14857,287167933,ANON_8554,2025-09-09,0,1,0,0,0,9,0,0
